player_name,height_in,weight_lbs,school_conf,col_fg,col_fga,col_2p,col_2pa,col_3p,col_3pa,col_ft,col_fta,col_trb,col_ast,col_stl,col_blk,col_tov,col_pf,col_pts,col_fgp,col_2pp,col_3pp,col_ftp,col_tsp,col_efgp,col_ws/40,col_obpm,col_dbpm,col_bpm,col_per,col_orbp,col_drbp,col_trbp,col_astp,col_stlp,col_blkp,col_tovp,col_usgp
Isaac Okoro,77,225,SEC,5.7,11,4.8,7.9,0.9,3.2,4.1,6.1,5.6,2.6,1.2,1.1,2.5,3.5,16.3,0.514,0.607,0.286,0.672,0.587,0.556,0.156,3.8,2.5,6.3,19.1,6.4,8.8,7.6,13.1,1.7,3.1,15.2,19.6
Josh Green,77,200,Big 12,5.3,12.4,4,8.9,1.3,3.6,3.7,4.7,5.9,3.4,2,0.6,2.1,3.2,15.5,0.424,0.449,0.361,0.78,0.528,0.476,0.166,2.8,4.1,6.9,17.9,4.8,11.9,8.4,16,2.8,1.6,12.6,20.7
Nassir Little,78,220,ACC,8,16.7,7.1,13.5,0.9,3.2,4.7,6.1,10.1,1.5,1.2,1.2,2.9,3.6,21.5,0.478,0.527,0.269,0.77,0.549,0.504,0.163,2.9,2.2,5.1,20,9.2,16.8,13,6.4,1.5,3.3,13,25.2
Zach LaVine,77,200,Big 10,5.6,12.7,3.5,7.1,2.1,5.7,2.1,3,4.2,2.9,1.5,0.3,1.9,3.2,15.4,0.441,0.494,0.375,0.691,0.545,0.524,0.111,1.7,1.2,2.9,14.6,2.4,9.5,6.1,12.6,2.1,0.8,11.6,20.1
Jalen Duren,82,250,ACC,7.7,12.9,7.7,12.8,0,0.1,3.5,5.7,12.9,2,1.3,3.3,3.5,4.3,18.9,0.597,0.6,0,0.625,0.608,0.597,0.19,3.7,3.3,7.1,25.3,14,21.5,18,10.5,1.8,9.9,18.6,22.8
Myles Turner,83,250,SEC,6.2,13.6,5.3,10.3,0.9,3.3,5,5.9,11.8,1.1,0.5,4.7,2.5,4.3,18.3,0.455,0.513,0.274,0.839,0.556,0.488,0.213,3.4,6,9.3,25.5,7.2,24.9,16.7,6.2,0.8,12.3,13.2,25.1
Caleb Houstan,80,205,Big 10,4,10.4,1.8,4.2,2.2,6.2,2.4,3.1,5,1.7,0.9,0.3,1.9,2.1,12.6,0.384,0.426,0.355,0.783,0.53,0.489,0.084,1.9,1.2,3.1,11.8,3.1,11.7,7.5,7.4,1.4,0.8,13.9,17.9
OG Anunoby,79,240,Big 10,6.2,11,4.9,7.6,1.2,3.4,2.2,4.1,8.2,1.9,2.2,2.2,2.5,3.9,15.8,0.563,0.652,0.365,0.522,0.609,0.62,0.165,4.5,3.9,8.4,21.8,10,13.8,12,8.6,3.2,5.5,16.1,19
Andre Drummond,83,279,Big East,6.5,12.1,6.5,12,0,0.1,1.1,3.6,10.6,0.6,1.2,3.8,2.2,3.1,14.1,0.538,0.541,0,0.295,0.509,0.538,0.121,2,2.9,4.9,21.9,14.2,17,15.6,3.4,1.8,9.9,13.5,20.9
Max Christie,77,190,Big 10,4.2,10.9,2.7,6.3,1.4,4.6,2.3,2.7,4.5,1.9,0.7,0.6,1.9,1.4,12,0.382,0.429,0.317,0.824,0.494,0.449,0.063,0.8,1.1,1.9,10.5,3.4,9.2,6.4,8.6,1,1.7,13.7,18.1
Jaxson Hayes,85,220,SEC,6.6,9,6.6,9,0,0,4,5.4,8.6,0.5,1,3.8,1.6,5.7,17.1,0.728,0.728,,0.74,0.739,0.728,0.23,4.6,5.5,10.1,27,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2
Joel Embiid,85,280,Big 12,6.6,10.6,6.6,10.3,0.1,0.3,6.1,8.8,14,2.3,1.5,4.5,4.1,5.8,19.4,0.626,0.639,0.2,0.685,0.655,0.629,0.213,5,6.9,11.9,28.2,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4
Trey Lyles,81,234,SEC,5.7,11.6,5.5,10.2,0.2,1.4,3.6,4.9,9.1,1.8,0.9,0.8,2,2.8,15.1,0.488,0.536,0.138,0.735,0.543,0.496,0.213,3.9,4.1,8,19.8,9.9,16.1,13.3,9.2,1.4,2.1,12.4,20.8
Keon Johnson,77,185,SEC,6.5,14.4,5.7,11.6,0.8,2.8,4.1,5.9,5.5,3.9,1.7,0.7,4.1,3.7,17.8,0.449,0.492,0.271,0.703,0.519,0.476,0.124,1,3.1,4.1,16.3,4.8,11,7.9,20.7,2.5,2,19.4,26.8
De'Anthony Melton,75,200,Big 10,4.2,9.5,3.3,6.5,0.9,3,3.2,4.5,7,5.1,2.8,1.5,2.6,3.3,12.3,0.437,0.51,0.284,0.706,0.53,0.483,0.133,2.6,4.6,7.2,19.2,5.9,13.6,9.9,22.5,4,3.9,18.5,17.7
Jrue Holiday,76,205,Big 10,4.7,10.5,3.6,6.8,1.1,3.7,1.9,2.6,5.6,5.4,2.3,0.8,3.2,3.2,12.5,0.45,0.528,0.307,0.726,0.532,0.504,0.138,,,,,,,8.9,23.8,,1.7,21.2,19.3
Trevor Ariza,80,215,Big 10,5.4,12.7,4.5,8.9,0.9,3.9,2.9,5.7,8.2,2.6,2.1,0.6,4.1,3.5,14.7,0.426,0.509,0.237,0.504,0.474,0.462,0.052,,,,,,,,,,,21,
Brandon Boston Jr.,78,188,SEC,5.4,15.3,3.8,10,1.6,5.3,2.7,3.4,5.9,2.1,1.7,0.2,1.9,2.6,15.1,0.355,0.384,0.3,0.785,0.447,0.407,0.087,1,2.1,3.1,13.3,4.8,11.2,8,11.1,2.5,0.5,10.1,23
Jeremy Sochan,80,230,Big 12,5.3,11.2,4,6.9,1.3,4.3,2.8,4.8,10.1,2.8,2,1.1,2.5,3.7,14.7,0.474,0.585,0.296,0.589,0.546,0.531,0.182,3.6,4.4,8,19.6,8.9,20.6,14.7,12.3,2.9,3.2,15.6,19.6
Day'Ron Sharpe,81,265,ACC,8.1,15.5,8.1,15.4,0,0.1,3.7,7.3,15.8,3,1.7,1.9,4.1,4.2,19.8,0.519,0.523,0,0.505,0.521,0.519,0.169,4.3,3.2,7.5,25.5,18.1,23.8,20.9,15.4,2.3,5.1,17.8,26.3
Tony Bradley,82,248,ACC,7.4,12.9,7.4,12.9,0,0,4.7,7.6,14.1,1.7,0.7,1.6,1.8,5,19.5,0.573,0.573,,0.619,0.59,0.573,0.225,5.6,2.3,7.9,26.2,18.6,19,18.8,7.2,1,4.4,9.9,20.7
Patrick Williams,79,215,ACC,5.8,12.7,4.8,9.6,1,3.1,3.8,4.5,7.1,1.8,1.8,1.8,3.1,2.9,16.4,0.459,0.503,0.32,0.838,0.553,0.498,0.154,2.3,3.2,5.5,19.4,6.9,14,10.5,8.4,2.5,5.6,17.1,22.2
JT Thor,81,203,SEC,5.4,12.3,4,7.5,1.4,4.8,4.1,5.5,8.7,1.5,1.4,2.4,2.7,3.5,16.3,0.44,0.53,0.297,0.741,0.547,0.497,0.127,2.4,2.2,4.7,18.3,7.7,15.4,11.7,7.1,1.9,5.9,15.4,20.4
Nerlens Noel,83,220,SEC,5.1,8.7,5.1,8.7,0,0,2.9,5.4,11.9,2,2.6,5.5,2.4,3.2,13.1,0.59,0.59,,0.529,0.583,0.59,0.206,4.3,7.8,12.1,27.3,10.4,23.9,17.4,9.5,3.9,13.2,17.3,17.4
Scottie Barnes,79,237,ACC,6.6,13.1,5.8,10.4,0.7,2.7,2.8,4.4,6.5,6.6,2.4,0.7,4,3.5,16.7,0.503,0.561,0.275,0.621,0.548,0.531,0.164,4.3,3.6,7.9,21.4,7.4,11.1,9.3,31.6,3.4,2.1,20.7,23.7
Joshua Primo,76,189,SEC,5,11.6,2.4,4.9,2.6,6.7,2,2.6,6,1.5,1,0.5,2.4,3,14.5,0.431,0.5,0.381,0.75,0.565,0.541,0.125,1.6,2.1,3.7,13.2,4.7,10.5,7.6,6.5,1.4,1.3,16,17.6
Steven Adams,83,265,ACC,5.3,9.3,5.3,9.3,0,0,1.7,3.7,10.8,1.1,1.1,3.5,1.9,2.8,12.3,0.571,0.571,,0.443,0.555,0.571,0.185,4,4.2,8.1,23.2,15.3,21,18,5.4,1.9,11.2,14.4,17.7
